Équipe,Ligue,Prochain_Match,Form_Score,Form_Last_5_Str,Last_5_FT_Goals,FT Marque_Record,FT Marque_Annee_Record,FT Marque_EnCours,FT Marque_Pct,FT CS_Record,FT CS_Annee_Record,FT CS_EnCours,FT CS_Pct,FT No CS_Record,FT No CS_Annee_Record,FT No CS_EnCours,FT No CS_Pct,FT -0.5_Record,FT -0.5_Annee_Record,FT -0.5_EnCours,FT -0.5_Pct,FT +1.5_Record,FT +1.5_Annee_Record,FT +1.5_EnCours,FT +1.5_Pct,FT -1.5_Record,FT -1.5_Annee_Record,FT -1.5_EnCours,FT -1.5_Pct,FT +2.5_Record,FT +2.5_Annee_Record,FT +2.5_EnCours,FT +2.5_Pct,FT -2.5_Record,FT -2.5_Annee_Record,FT -2.5_EnCours,FT -2.5_Pct,FT +3.5_Record,FT +3.5_Annee_Record,FT +3.5_EnCours,FT +3.5_Pct,FT -3.5_Record,FT -3.5_Annee_Record,FT -3.5_EnCours,FT -3.5_Pct,FT Nuls_Record,FT Nuls_Annee_Record,FT Nuls_EnCours,FT Nuls_Pct,MT +0.5_Record,MT +0.5_Annee_Record,MT +0.5_EnCours,MT +0.5_Pct,MT -0.5_Record,MT -0.5_Annee_Record,MT -0.5_EnCours,MT -0.5_Pct,MT +1.5_Record,MT +1.5_Annee_Record,MT +1.5_EnCours,MT +1.5_Pct,MT -1.5_Record,MT -1.5_Annee_Record,MT -1.5_EnCours,MT -1.5_Pct
Spezia,Serie B,Mantova (Ext) - 23/11,2.1999999999999997,"N, D, N, V, D","3,4,2,1,2",17,2020,1,68.37121212121212,5,2018,0,29.166666666666668,27,2021,3,70.83333333333334,3,2017,0,11.742424242424242,20,2021,1,70.83333333333334,4,2020,0,29.166666666666668,7,2015,0,45.07575757575758,11,2017,3,54.92424242424242,6,2021,0,22.916666666666664,20,2018,3,77.08333333333334,4,2017,1,32.765151515151516,11,2022,1,64.96212121212122,6,2017,0,35.03787878787879,4,2022,1,28.219696969696972,17,2017,0,71.78030303030303
Sudtirol,Serie B,Modena (Ext) - 23/11,-1.0,"N, N, D, D, N","2,1,3,2,2",12,2022,2,71.42857142857143,3,2024,0,26.190476190476193,12,2025,12,73.80952380952381,2,2023,0,8.73015873015873,10,2025,3,73.01587301587301,5,2023,0,26.984126984126984,4,2024,0,43.65079365079365,9,2023,2,56.34920634920635,3,2022,0,20.634920634920633,24,2023,7,79.36507936507937,5,2022,2,34.12698412698413,10,2024,0,68.25396825396825,4,2024,1,31.746031746031743,3,2025,0,27.77777777777778,14,2023,2,72.22222222222221
Venezia,Serie B,Pas de match prévu,8.999999999999998,"V, D, V, D, N","2,5,3,3,4",15,2024,6,73.27044025157232,4,2017,0,24.528301886792452,24,2022,2,75.47169811320755,2,2025,0,8.49056603773585,14,2022,6,74.21383647798741,3,2023,0,25.78616352201258,6,2024,4,44.9685534591195,9,2025,0,55.0314465408805,5,2024,1,22.955974842767297,12,2019,0,77.04402515723271,4,2025,0,32.075471698113205,10,2023,1,65.72327044025157,11,2025,0,34.276729559748425,4,2025,1,27.358490566037734,17,2025,0,72.64150943396226
Virtus Entella,Serie B,Pas de match prévu,8.600000000000001,"N, V, D, N, V","4,2,4,1,0",11,2019,0,64.84375,6,2015,2,29.6875,17,2017,0,70.3125,3,2021,1,12.5,9,2017,0,69.140625,6,2019,2,30.859375,6,2020,0,39.84375,11,2019,2,60.15625,2,2021,0,21.484375,16,2018,2,78.515625,5,2015,1,33.984375,9,2017,0,67.578125,4,2021,2,32.421875,3,2017,0,26.5625,14,2019,4,73.4375
Aberdeen,Scottish Premiership,Hearts (Dom) - 23/11,9.4,"N, V, D, V, V","4,1,3,1,2",19,2024,5,69.10994764397905,8,2015,0,33.682373472949386,16,2022,1,66.3176265270506,2,2024,0,8.726003490401396,14,2024,1,70.33158813263525,7,2021,0,29.668411867364746,8,2016,0,46.77137870855148,14,2018,2,53.22862129144852,5,2023,0,24.083769633507853,18,2015,4,75.91623036649214,4,2012,1,22.164048865619545,12,2015,0,67.36474694589877,5,2013,1,32.63525305410122,5,2016,0,30.89005235602094,15,2015,4,69.10994764397905
Celtic,Scottish Premiership,Pas de match prévu,14.6,"V, V, D, D, V","5,2,4,4,4",61,2017,3,89.52879581151832,13,2014,2,52.00698080279233,7,2024,0,47.99301919720768,2,2019,0,5.06108202443281,28,2024,5,81.67539267015707,4,2021,0,18.32460732984293,14,2020,3,60.55846422338569,5,2021,0,39.44153577661431,6,2017,3,38.21989528795812,11,2019,0,61.78010471204188,3,2021,0,15.532286212914483,21,2025,5,75.5671902268761,4,2025,0,24.43280977312391,9,2025,0,40.66317626527051,13,2011,1,59.33682373472949
Dundee,Scottish Premiership,Pas de match prévu,-5.0,"D, D, D, V, D","4,2,3,4,3",25,2015,0,70.83333333333334,7,2011,0,24.456521739130434,23,2025,3,75.54347826086956,2,2024,0,6.884057971014493,17,2021,5,75.90579710144928,4,2021,0,24.094202898550723,6,2025,3,51.08695652173913,14,2014,0,48.91304347826087,5,2021,0,29.166666666666668,23,2014,1,70.83333333333334,5,2012,0,26.44927536231884,18,2021,9,72.82608695652173,4,2021,0,27.173913043478258,8,2024,2,33.15217391304348,18,2011,0,66.84782608695652
Dundee United,Scottish Premiership,Pas de match prévu,3.4,"N, D, V, N, N","2,4,4,2,2",17,2011,1,75.31083481349911,5,2019,0,29.66252220248668,21,2014,6,70.33747779751333,2,2022,0,5.86145648312611,17,2015,16,75.8436944937833,5,2016,0,24.156305506216697,7,2012,0,50.799289520426285,9,2021,2,49.200710479573715,4,2013,0,28.24156305506217,21,2019,2,71.75843694493783,5,2013,1,25.57726465364121,17,2025,17,71.75843694493783,4,2022,0,28.24156305506217,5,2023,1,33.39253996447602,10,2022,0,66.60746003552399
Falkirk,Scottish Premiership,Pas de match prévu,7.800000000000001,"N, V, D, V, V","3,3,4,4,2",27,2024,2,78.49056603773586,6,2014,0,32.264150943396224,12,2021,9,67.73584905660377,2,2023,0,7.169811320754717,15,2022,9,77.54716981132076,4,2015,0,22.452830188679247,10,2023,0,52.64150943396226,9,2018,1,47.35849056603774,4,2024,0,30.377358490566035,14,2021,1,69.62264150943396,4,2012,1,27.92452830188679,15,2017,8,70.18867924528301,5,2017,0,29.81132075471698,6,2025,0,35.660377358490564,12,2021,1,64.33962264150944
Hearts,Scottish Premiership,Aberdeen (Ext) - 23/11,13.4,"N, V, N, V, V","3,4,4,4,2",27,2015,16,72.19251336898395,7,2018,0,33.33333333333333,17,2014,1,66.66666666666666,3,2017,0,7.8431372549019605,20,2015,5,76.11408199643493,3,2025,0,23.885918003565063,7,2021,0,50.44563279857398,11,2011,1,49.554367201426025,7,2021,0,28.16399286987522,20,2011,1,71.83600713012478,5,2011,1,23.707664884135475,15,2015,5,70.94474153297683,5,2018,0,29.055258467023172,4,2025,4,33.8680926916221,14,2011,0,66.1319073083779
Hibernian,Scottish Premiership,Pas de match prévu,11.8,"V, N, D, V, V","4,3,1,4,3",19,2016,2,73.06338028169014,4,2022,1,29.049295774647888,17,2014,0,70.95070422535211,3,2022,0,7.394366197183098,24,2024,2,74.82394366197182,4,2020,0,25.176056338028168,10,2012,2,51.056338028169016,10,2013,0,48.943661971830984,4,2025,0,28.345070422535212,21,2021,1,71.65492957746478,5,2025,0,28.52112676056338,15,2025,5,70.24647887323944,4,2022,0,29.753521126760564,6,2025,0,33.274647887323944,15,2013,1,66.72535211267606
Kilmarnock,Scottish Premiership,Pas de match prévu,-9.0,"D, D, D, D, D","3,4,1,4,4",23,2011,0,71.32867132867133,4,2021,0,26.923076923076923,19,2020,5,73.07692307692307,1,2025,0,7.167832167832168,20,2011,2,74.82517482517483,5,2023,0,25.174825174825177,10,2015,2,48.25174825174825,8,2021,0,51.74825174825175,5,2015,2,26.3986013986014,13,2014,0,73.6013986013986,4,2025,0,25.524475524475527,17,2015,7,72.55244755244755,5,2019,0,27.447552447552447,4,2024,0,32.51748251748251,16,2025,1,67.48251748251748
Livingston,Scottish Premiership,Pas de match prévu,-1.0,"N, N, D, D, N","2,4,3,4,2",20,2017,3,69.24460431654677,4,2024,0,27.697841726618705,16,2013,7,72.3021582733813,2,2024,0,8.273381294964029,15,2013,7,76.07913669064749,3,2023,0,23.92086330935252,15,2012,0,53.956834532374096,7,2023,1,46.043165467625904,5,2012,0,27.87769784172662,13,2024,1,72.12230215827337,3,2025,2,23.92086330935252,17,2012,7,69.60431654676259,5,2020,0,30.39568345323741,7,2012,0,32.37410071942446,21,2022,1,67.62589928057554
Motherwell,Scottish Premiership,Pas de match prévu,7.800000000000001,"N, V, V, D, D","5,3,3,2,2",19,2023,9,69.9825479930192,4,2011,0,23.909249563699824,14,2024,1,76.09075043630017,2,2018,0,5.5846422338568935,16,2014,9,76.78883071553228,3,2023,0,23.211169284467715,8,2014,0,54.275741710296685,7,2011,2,45.724258289703315,4,2013,0,27.923211169284468,15,2015,4,72.07678883071553,6,2025,1,20.76788830715532,12,2021,0,74.69458987783595,3,2023,1,25.30541012216405,7,2024,0,35.602094240837694,11,2021,4,64.3979057591623
Rangers,Scottish Premiership,Pas de match prévu,19.400000000000002,"V, V, V, N, N","2,4,4,1,3",54,2014,6,90.42553191489363,8,2020,2,43.97163120567376,10,2025,0,56.02836879432624,2,2013,0,3.1914893617021276,25,2025,1,82.97872340425532,3,2020,0,17.02127659574468,10,2024,1,59.39716312056738,7,2016,0,40.60283687943262,5,2015,0,35.1063829787234,17,2017,2,64.8936170212766,5,2025,0,18.26241134751773,31,2024,7,78.36879432624113,4,2013,0,21.631205673758867,5,2021,1,40.248226950354606,8,2025,0,59.75177304964539
St Mirren,Scottish Premiership,Pas de match prévu,-5.8,"D, N, D, D, D","2,1,4,4,3",16,2018,0,64.72663139329806,4,2022,0,23.633156966490297,26,2015,5,76.3668430335097,3,2012,0,8.289241622574956,18,2017,3,72.31040564373897,6,2011,0,27.689594356261022,9,2024,3,48.500881834215164,9,2011,0,51.49911816578483,4,2025,0,25.220458553791886,18,2011,1,74.77954144620811,5,2012,0,26.278659611992943,16,2016,3,66.84303350970018,6,2012,0,33.15696649029982,6,2024,0,33.33333333333333,15,2019,1,66.66666666666666
Albacete,La Liga 2,Pas de match prévu,7.8,"V, D, V, D, V","1,4,3,5,1",19,2024,5,68.66359447004609,4,2018,1,25.34562211981567,16,2020,0,74.65437788018433,2,2025,0,8.525345622119817,23,2023,0,68.20276497695853,5,2024,1,31.797235023041477,9,2014,0,40.78341013824885,7,2011,1,59.21658986175116,4,2025,0,20.276497695852534,22,2018,1,79.72350230414746,4,2025,0,30.184331797235025,10,2024,0,61.29032258064516,5,2024,1,38.70967741935484,5,2014,0,25.57603686635945,20,2018,3,74.42396313364056
Almeria,La Liga 2,Pas de match prévu,20.6,"V, V, V, N, V","6,2,1,4,3",18,2025,14,71.107544141252,4,2022,1,26.324237560192614,30,2011,0,73.67576243980739,2,2019,0,8.186195826645266,14,2024,2,71.26805778491172,4,2016,0,28.731942215088285,9,2024,2,49.2776886035313,10,2016,0,50.7223113964687,5,2020,0,27.447833065810595,19,2020,1,72.55216693418942,6,2015,0,27.768860353130016,14,2015,2,67.41573033707866,5,2019,0,32.58426966292135,6,2013,0,30.818619582664525,16,2018,1,69.18138041733548
Andorra,La Liga 2,Pas de match prévu,-1.0000000000000002,"D, N, N, D, N","0,5,0,4,1",6,2023,0,58.16326530612245,4,2023,0,32.6530612244898,10,2023,2,67.3469387755102,2,2023,0,11.224489795918368,9,2025,0,56.12244897959183,4,2024,1,43.87755102040816,3,2025,0,31.63265306122449,10,2024,1,68.36734693877551,1,2025,0,19.387755102040817,16,2024,1,80.61224489795919,2,2025,0,26.53061224489796,5,2022,0,50.0,4,2022,1,50.0,2,2025,0,19.387755102040817,19,2024,1,80.61224489795919
Burgos,La Liga 2,Santander (Dom) - 23/11,16.6,"V, N, V, V, V","4,1,3,0,2",8,2025,1,62.08791208791209,12,2022,2,37.362637362637365,12,2024,0,62.637362637362635,4,2022,0,14.285714285714285,7,2023,1,58.24175824175825,10,2022,0,41.75824175824176,6,2024,0,38.46153846153847,11,2022,2,61.53846153846154,3,2025,0,18.681318681318682,19,2022,4,81.31868131868131,4,2022,0,27.472527472527474,7,2023,0,57.14285714285714,9,2025,2,42.857142857142854,2,2025,0,25.274725274725274,20,2022,2,74.72527472527473
Cadiz,La Liga 2,Cultural Leonesa (Dom) - 23/11,1.8000000000000003,"D, N, N, N, D","4,0,0,0,3",10,2018,0,64.62765957446808,7,2017,0,33.51063829787234,11,2020,1,66.48936170212765,3,2025,0,13.297872340425531,9,2021,1,64.36170212765957,5,2025,0,35.638297872340424,6,2021,1,34.57446808510639,9,2018,0,65.42553191489363,3,2021,0,18.882978723404257,21,2020,4,81.11702127659575,5,2023,0,35.1063829787234,10,2021,1,57.71276595744681,6,2023,0,42.28723404255319,6,2021,0,22.074468085106382,20,2019,4,77.92553191489363
Castellon,La Liga 2,Pas de match prévu,10.6,"V, N, V, D, D","1,1,3,0,9",9,2024,1,66.3265306122449,3,2024,0,22.448979591836736,20,2025,1,77.55102040816327,1,2025,0,9.183673469387756,9,2024,1,70.40816326530613,3,2025,0,29.591836734693878,6,2025,1,48.97959183673469,5,2021,0,51.02040816326531,5,2025,1,28.57142857142857,14,2024,0,71.42857142857143,3,2025,0,23.46938775510204,11,2025,1,69.38775510204081,3,2025,0,30.612244897959183,6,2025,1,33.6734693877551,15,2024,0,66.3265306122449
Ceuta,La Liga 2,La Coruna (Ext) - 23/11,2.2,"D, D, V, V, N","0,2,1,2,3",4,2025,1,61.53846153846154,6,2025,0,46.15384615384615,5,2025,2,53.84615384615385,1,2025,0,15.384615384615385,3,2025,2,53.84615384615385,4,2025,0,46.15384615384615,3,2025,1,38.46153846153847,7,2025,0,61.53846153846154,1,2025,0,15.384615384615385,8,2025,8,84.61538461538461,1,2025,0,23.076923076923077,5,2025,4,76.92307692307693,2,2025,0,23.076923076923077,1,2025,0,38.46153846153847,4,2025,1,61.53846153846154
Cordoba,La Liga 2,Pas de match prévu,5.000000000000001,"D, N, V, V, N","2,4,2,4,4",20,2018,11,72.79069767441861,4,2015,0,27.674418604651162,13,2015,2,72.32558139534883,2,2012,0,7.441860465116279,16,2017,5,74.4186046511628,4,2016,0,25.581395348837212,7,2025,2,46.74418604651163,8,2016,0,53.25581395348837,3,2017,2,25.813953488372093,16,2011,0,74.18604651162791,4,2010,0,26.744186046511626,16,2011,0,68.37209302325581,4,2013,2,31.627906976744185,4,2015,0,30.23255813953488,12,2017,2,69.76744186046511
Cultural Leonesa,La Liga 2,Cadiz (Ext) - 23/11,9.4,"V, D, V, D, V","5,1,5,3,1",3,2025,1,50.0,2,2025,1,35.714285714285715,3,2025,0,64.28571428571429,1,2025,0,14.285714285714285,2,2025,0,42.857142857142854,3,2025,1,57.14285714285714,2,2025,0,42.857142857142854,3,2025,1,57.14285714285714,2,2025,0,35.714285714285715,3,2025,2,64.28571428571429,1,2025,0,14.285714285714285,6,2025,6,71.42857142857143,3,2025,0,28.57142857142857,2,2025,0,42.857142857142854,3,2025,1,57.14285714285714
Eibar,La Liga 2,Pas de match prévu,5.4,"N, V, D, N, D","4,0,4,5,2",12,2023,3,68.77551020408164,6,2014,0,30.816326530612244,16,2021,3,69.18367346938776,2,2022,0,8.979591836734693,17,2017,3,68.57142857142857,4,2024,0,31.428571428571427,7,2020,0,42.04081632653061,9,2024,1,57.95918367346938,5,2017,0,23.46938775510204,26,2023,1,76.53061224489795,5,2025,1,27.755102040816325,15,2016,3,68.36734693877551,4,2025,0,31.63265306122449,4,2021,0,28.367346938775512,26,2014,2,71.63265306122449
Granada,La Liga 2,Pas de match prévu,6.600000000000001,"N, V, D, N, N","0,0,3,4,4",15,2024,3,68.54304635761589,4,2023,0,26.490066225165563,18,2023,3,73.50993377483444,3,2025,0,8.112582781456954,15,2016,3,73.17880794701986,4,2022,0,26.82119205298013,9,2012,3,49.17218543046358,7,2011,0,50.82781456953642,4,2022,2,24.834437086092713,28,2019,0,75.16556291390728,4,2024,1,25.165562913907287,12,2024,3,69.20529801324503,6,2022,0,30.79470198675497,4,2021,2,32.11920529801324,12,2013,0,67.88079470198676
Huesca,La Liga 2,Sp Gijon (Dom) - 23/11,-5.0,"D, N, D, D, N","2,3,2,4,1",11,2018,0,68.29710144927536,8,2024,0,30.253623188405797,22,2019,9,69.7463768115942,2,2024,0,11.05072463768116,12,2020,0,66.66666666666666,7,2019,1,33.33333333333333,6,2019,0,40.21739130434783,13,2023,1,59.78260869565217,4,2019,0,19.565217391304348,26,2023,1,80.43478260869566,4,2023,0,31.15942028985507,12,2016,5,61.41304347826087,5,2024,0,38.58695652173913,5,2017,0,25.724637681159418,17,2022,1,74.27536231884058
La Coruna,La Liga 2,Ceuta (Dom) - 23/11,18.2,"V, V, V, N, D","3,2,2,3,4",11,2014,5,68.14159292035397,4,2013,0,29.20353982300885,19,2016,1,70.79646017699115,2,2024,0,11.725663716814159,15,2015,10,71.01769911504425,3,2019,0,28.98230088495575,6,2013,2,45.79646017699115,10,2013,0,54.20353982300885,4,2016,1,26.991150442477874,14,2019,0,73.00884955752213,5,2016,0,32.30088495575221,16,2012,0,67.69911504424779,4,2025,1,32.30088495575221,5,2017,0,33.4070796460177,12,2016,1,66.5929203539823
Las Palmas,La Liga 2,Pas de match prévu,16.2,"V, V, N, N, V","4,2,0,4,1",12,2022,2,69.55128205128204,6,2023,1,28.044871794871796,17,2011,0,71.9551282051282,2,2020,0,9.935897435897436,17,2011,0,70.83333333333334,5,2023,1,29.166666666666668,5,2017,0,45.032051282051285,8,2023,1,54.96794871794872,4,2017,0,26.282051282051285,25,2024,1,73.71794871794873,4,2024,0,29.326923076923077,12,2021,2,65.5448717948718,6,2012,0,34.455128205128204,5,2019,0,28.365384615384613,25,2024,1,71.63461538461539
Leganes,La Liga 2,Pas de match prévu,3.4000000000000004,"V, D, D, N, V","2,0,3,3,3",9,2016,3,64.25438596491229,5,2023,0,34.42982456140351,11,2019,3,65.5701754385965,4,2024,0,12.719298245614036,11,2015,3,64.47368421052632,4,2024,0,35.526315789473685,7,2018,3,39.03508771929825,8,2023,0,60.96491228070175,4,2015,0,15.789473684210526,27,2019,11,84.21052631578947,5,2024,0,29.82456140350877,8,2023,3,59.210526315789465,6,2020,0,40.78947368421053,5,2018,0,25.0,19,2018,1,75.0
Malaga,La Liga 2,Mirandes (Dom) - 23/11,-1.7999999999999996,"D, N, D, V, D","2,5,3,4,1",12,2015,0,64.3859649122807,6,2024,0,30.526315789473685,15,2017,5,69.47368421052632,2,2024,0,10.175438596491228,10,2011,0,64.91228070175438,6,2024,1,35.08771929824561,8,2012,0,40.526315789473685,10,2018,1,59.473684210526315,3,2016,0,20.0,25,2021,1,80.0,4,2024,0,27.192982456140353,13,2020,1,63.33333333333333,5,2015,0,36.666666666666664,4,2011,0,25.438596491228072,29,2019,5,74.56140350877193
Mirandes,La Liga 2,Malaga (Ext) - 23/11,-2.6,"D, V, D, D, D","2,4,5,3,2",11,2023,0,65.54621848739495,5,2024,0,26.89075630252101,15,2017,5,73.10924369747899,2,2024,0,10.084033613445378,17,2017,5,68.27731092436974,5,2024,0,31.72268907563025,7,2015,0,44.537815126050425,11,2024,1,55.46218487394958,3,2016,0,23.10924369747899,16,2021,2,76.89075630252101,7,2020,0,28.57142857142857,14,2022,0,62.81512605042017,5,2021,1,37.18487394957983,5,2015,0,27.100840336134453,18,2024,2,72.89915966386555
Santander,La Liga 2,Burgos (Ext) - 23/11,6.6,"N, D, V, V, V","3,4,1,4,4",17,2025,16,69.00584795321637,4,2022,0,26.31578947368421,18,2012,2,73.68421052631578,2,2019,0,7.894736842105263,18,2025,2,70.76023391812866,4,2022,0,29.239766081871345,13,2025,2,44.15204678362573,9,2022,0,55.84795321637427,6,2025,2,22.514619883040936,39,2023,0,77.48538011695906,4,2022,1,28.07017543859649,18,2013,6,72.22222222222221,4,2022,0,27.77777777777778,7,2011,2,28.947368421052634,11,2022,0,71.05263157894737
Sociedad B,La Liga 2,Valladolid (Dom) - 24/11,5.4,"D, V, V, D, D","1,1,2,3,9",7,2025,3,69.64285714285714,3,2021,0,19.642857142857142,12,2021,2,80.35714285714286,2,2021,0,7.142857142857142,11,2022,3,73.21428571428571,4,2021,0,26.785714285714285,4,2025,2,48.214285714285715,4,2021,0,51.78571428571429,3,2022,1,23.214285714285715,10,2021,0,76.78571428571429,2,2025,0,23.214285714285715,7,2025,4,66.07142857142857,4,2021,0,33.92857142857143,2,2025,2,26.785714285714285,10,2022,0,73.21428571428571
Sp Gijon,La Liga 2,Huesca (Ext) - 23/11,4.6,"N, D, N, V, V","5,1,0,3,2",15,2014,2,70.85987261146497,7,2018,0,31.687898089171973,17,2012,2,68.31210191082803,2,2025,0,10.987261146496815,19,2012,2,69.26751592356688,8,2021,0,30.73248407643312,6,2025,0,42.038216560509554,13,2023,1,57.961783439490446,3,2024,0,20.063694267515924,24,2020,4,79.93630573248409,6,2025,1,30.254777070063692,11,2013,2,65.60509554140127,5,2021,0,34.394904458598724,4,2016,0,26.751592356687897,20,2021,4,73.24840764331209
Valladolid,La Liga 2,Sociedad B (Ext) - 24/11,2.2,"D, N, V, N, D","5,2,3,0,1",18,2012,0,69.8051948051948,7,2024,0,30.1948051948052,19,2025,1,69.8051948051948,2,2024,0,8.928571428571429,15,2021,0,69.96753246753246,5,2022,2,30.032467532467532,7,2025,0,45.77922077922078,9,2023,2,54.22077922077923,4,2025,0,23.863636363636363,15,2023,4,76.13636363636364,4,2021,0,26.948051948051948,21,2018,1,65.5844155844156,5,2019,0,34.41558441558442,4,2025,0,28.57142857142857,15,2024,4,71.42857142857143
Zaragoza,La Liga 2,Pas de match prévu,0.9999999999999996,"V, D, D, D, D","5,1,2,4,1",12,2018,2,67.24683544303798,5,2015,1,28.00632911392405,14,2012,0,71.99367088607595,2,2023,0,9.81012658227848,17,2015,0,68.0379746835443,5,2020,1,31.962025316455694,6,2024,0,42.405063291139236,11,2021,1,57.59493670886076,4,2014,0,21.99367088607595,19,2021,1,78.00632911392405,9,2021,0,30.537974683544306,12,2017,2,65.18987341772153,7,2021,0,34.810126582278485,5,2016,0,28.955696202531644,14,2022,1,71.04430379746836
1. FC Heidenheim 1846,Bundesliga,1. FC Union Berlin (Ext) - 29/11,0.0,Pas assez de matchs,"1,4,4,2,6",3,2025,0,60.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,5,2025,4,90.0,1,2025,0,10.0,2,2025,1,60.0,2,2025,0,40.0,2,2025,1,40.0,5,2025,0,60.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
1. FC Union Berlin,Bundesliga,FC St. Pauli (Ext) - 23/11,0.0,Pas assez de matchs,"2,4,1,0,4",2,2025,1,50.0,1,2025,0,20.0,4,2025,1,80.0,1,2025,0,20.0,4,2025,1,70.0,2,2025,0,30.0,4,2025,1,60.0,2,2025,0,40.0,2,2025,1,40.0,2,2025,0,60.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
1. FSV Mainz 05,Bundesliga,Sport-Club Freiburg (Ext) - 30/11,0.0,Pas assez de matchs,"7,3,2,1,2",3,2025,1,54.54545454545454,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,6,2025,1,72.72727272727273,1,2025,0,27.27272727272727,3,2025,0,36.36363636363637,3,2025,3,63.63636363636363,2,2025,0,27.27272727272727,4,2025,4,72.72727272727273,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Bayer 04 Leverkusen,Bundesliga,Borussia Dortmund (Dom) - 29/11,0.0,Pas assez de matchs,"2,7,2,3,6",8,2025,1,90.0,1,2025,1,30.0,5,2025,0,70.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,3,2025,2,70.0,1,2025,0,30.0,2,2025,1,40.0,3,2025,0,60.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
Borussia Dortmund,Bundesliga,Bayer 04 Leverkusen (Ext) - 29/11,0.0,Pas assez de matchs,"2,3,1,1,2",10,2025,10,100.0,4,2025,0,60.0,2,2025,1,40.0,0,N/A,0,0.0,3,2025,1,70.0,2,2025,0,30.0,2,2025,0,30.0,4,2025,3,70.0,1,2025,0,10.0,9,2025,9,90.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
Eintracht Frankfurt,Bundesliga,VfL Wolfsburg (Dom) - 30/11,0.0,Pas assez de matchs,"3,4,2,2,1",5,2025,4,90.0,1,2025,1,20.0,7,2025,0,80.0,0,N/A,0,0.0,9,2025,0,90.0,1,2025,1,10.0,7,2025,0,70.0,3,2025,3,30.0,5,2025,0,60.0,3,2025,3,40.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
FC Augsburg,Bundesliga,TSG Hoffenheim (Ext) - 29/11,0.0,Pas assez de matchs,"4,2,6,1,5",7,2025,1,80.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,8,2025,1,90.0,1,2025,0,10.0,6,2025,1,80.0,1,2025,0,20.0,2,2025,1,60.0,1,2025,0,40.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
FC St. Pauli,Bundesliga,1. FC Union Berlin (Dom) - 23/11,0.0,Pas assez de matchs,"1,3,2,4,3",3,2025,1,50.0,1,2025,0,10.0,8,2025,8,90.0,0,N/A,0,0.0,5,2025,4,90.0,1,2025,0,10.0,2,2025,2,60.0,1,2025,0,40.0,1,2025,0,20.0,7,2025,1,80.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
Hamburger SV,Bundesliga,VfB Stuttgart (Dom) - 30/11,0.0,Pas assez de matchs,"4,3,1,5,2",2,2025,2,50.0,2,2025,0,30.0,4,2025,4,70.0,1,2025,0,20.0,3,2025,2,70.0,1,2025,0,30.0,2,2025,0,50.0,2,2025,1,50.0,1,2025,0,30.0,2,2025,1,70.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
RB Leipzig,Bundesliga,Werder Bremen (Dom) - 23/11,10.2,"D, V, V, V, N","6,4,4,4,4",19,2020,18,80.96446700507614,5,2024,0,32.99492385786802,12,2018,4,67.00507614213198,2,2024,0,7.1065989847715745,22,2023,10,78.93401015228426,4,2014,0,21.065989847715734,10,2020,8,57.61421319796954,8,2015,0,42.38578680203046,6,2025,6,37.055837563451774,10,2023,0,62.944162436548226,3,2025,0,24.36548223350254,17,2017,0,71.8274111675127,5,2016,1,28.17258883248731,4,2022,0,37.309644670050766,9,2016,1,62.69035532994924
SV Werder Bremen,Bundesliga,RB Leipzig (Ext) - 23/11,0.0,Pas assez de matchs,"1,4,1,2,3",5,2025,5,80.0,1,2025,0,30.0,2,2025,2,70.0,0,N/A,0,0.0,5,2025,2,80.0,1,2025,0,20.0,5,2025,1,70.0,2,2025,0,30.0,3,2025,0,50.0,3,2025,3,50.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
